Time(utc),GHI,DNI,DHI,LWD,wind_speed_avg,wind_dir_avg,air_temperature,air_pressure,relative_humidity,rain_accumulation,rain_duration,rain_intensity
2016-10-31 00:00:00,-1.267,-0.33158958998737587,-1.018,,1.1,274.0,6.3,1022.0,87.0,0.0,0.0,0.0
2016-10-31 00:01:00,-1.34,-0.34346770686375744,-1.075,,0.9,276.0,6.3,1022.0,87.0,0.0,0.0,0.0
2016-10-31 00:02:00,-1.396,-0.35883939819828087,-1.126,,0.7,265.0,6.3,1022.0,86.9,0.0,0.0,0.0
2016-10-31 00:03:00,-1.44,-0.3683219083171309,-1.196,,1.0,272.0,6.3,1022.0,86.9,0.0,0.0,0.0
2016-10-31 00:04:00,-1.478,-0.40026306366559333,-1.265,,0.9,255.0,6.3,1022.0,86.9,0.0,0.0,0.0
2016-10-31 00:05:00,-1.561,-0.41683251546754574,-1.271,,0.8,251.0,6.3,1022.0,86.9,0.0,0.0,0.0
2016-10-31 00:06:00,-1.581,-0.41214110809202587,-1.284,,1.0,250.0,6.3,1021.0,86.9,0.0,0.0,0.0
2016-10-31 00:07:00,-1.55,-0.40615209933971286,-1.245,,1.2,251.0,6.3,1021.0,86.9,0.0,0.0,0.0
2016-10-31 00:08:00,-1.563,-0.4133388324067347,-1.213,,1.0,254.0,6.3,1021.0,87.0,0.0,0.0,0.0
2016-10-31 00:09:00,-1.532,-0.4073498245630846,-1.179,,1.2,235.0,6.3,1021.0,87.1,0.0,0.0,0.0
2016-10-31 00:10:00,-1.489,-0.3860889477067873,-1.155,,1.2,247.0,6.3,1021.0,87.1,0.0,0.0,0.0
2016-10-31 00:11:00,-1.506,-0.38489111524177005,-1.154,,1.0,251.0,6.3,1021.0,87.1,0.0,0.0,0.0
2016-10-31 00:12:00,-1.535,-0.39786719229055156,-1.142,,0.9,249.0,6.3,1021.0,87.1,0.0,0.0,0.0
2016-10-31 00:13:00,-1.486,-0.3943735993236697,-1.125,,1.0,245.0,6.3,1021.0,87.2,0.0,0.0,0.0
