Time(utc),GHI,DNI,DHI,LWD,wind_speed_avg,wind_dir_avg,air_temperature,air_pressure,relative_humidity,rain_accumulation,rain_duration,rain_intensity
2016-02-01 00:00:00,-1.519,-0.2142963449757134,-1.317,,1.9,260.0,1.8,995.3,84.1,0.0,0.0,0.0
2016-02-01 00:01:00,-1.69,-0.2818690432831675,-1.482,,4.7,268.0,1.8,995.2,83.9,0.0,0.0,0.0
2016-02-01 00:02:00,-1.831,-0.29135116142264683,-1.561,,2.9,280.0,1.8,995.2,83.9,0.0,0.0,0.0
2016-02-01 00:03:00,-1.905,-0.2653002194875228,-1.575,,4.0,284.0,1.8,995.2,84.0,0.0,0.0,0.0
2016-02-01 00:04:00,-1.852,-0.22617391096912529,-1.51,,3.3,287.0,1.8,995.2,83.9,0.0,0.0,0.0
2016-02-01 00:05:00,-1.649,-0.18594969680417847,-1.387,,3.2,254.0,1.8,995.2,84.0,0.0,0.0,0.0
2016-02-01 00:06:00,-1.489,-0.15870104056679069,-1.202,,2.0,251.0,1.8,995.3,84.1,0.0,0.0,0.0
2016-02-01 00:07:00,-1.405,-0.14213225977696772,-1.171,,2.8,272.0,1.7,995.3,84.1,0.0,0.0,0.0
2016-02-01 00:08:00,-1.363,-0.10300596663059827,-1.143,,2.1,270.0,1.7,995.3,84.0,0.0,0.0,0.0
2016-02-01 00:09:00,-1.329,-0.06868062767526066,-1.089,,1.8,265.0,1.7,995.3,84.0,0.0,0.0,0.0
2016-02-01 00:10:00,-1.241,-0.029604236867351915,-1.011,,3.1,264.0,1.7,995.3,84.0,0.0,0.0,0.0
2016-02-01 00:11:00,-1.232,-0.07697500987140621,-1.045,,2.8,265.0,1.8,995.3,84.1,0.0,0.0,0.0
2016-02-01 00:12:00,-1.258,-0.08052831445105056,-1.082,,2.2,285.0,1.7,995.3,84.2,0.0,0.0,0.0
2016-02-01 00:13:00,-1.344,-0.08881270439685468,-1.118,,2.7,261.0,1.7,995.3,84.2,0.0,0.0,0.0
2016-02-01 00:14:00,-1.397,-0.09591931582558619,-1.143,,5.0,275.0,1.7,995.3,84.3,0.0,0.0,0.0
2016-02-01 00:15:00,-1.3,-0.07815278126135454,-1.084,,4.0,285.0,1.7,995.3,84.3,0.0,0.0,0.0
2016-02-01 00:16:00,-1.35,-0.14921890292286294,-1.17,,2.0,300.0,1.6,995.3,84.3,0.0,0.0,0.0
2016-02-01 00:17:00,-1.537,-0.20012297831500345,-1.338,,2.9,267.0,1.7,995.3,84.3,0.0,0.0,0.0
2016-02-01 00:18:00,-1.662,-0.18475190524029864,-1.433,,3.0,278.0,1.7,995.3,84.3,0.0,0.0,0.0
2016-02-01 00:19:00,-1.721,-0.21429621022292536,-1.464,,4.6,278.0,1.7,995.4,84.5,0.0,0.0,0.0
2016-02-01 00:20:00,-1.8,-0.24753354531187885,-1.529,,4.0,268.0,1.7,995.5,84.4,0.0,0.0,0.0
